LOAD DATA
INFILE *
INTO TABLE host_service_charge
REPLACE
FIELDS TERMINATED BY '|'
TRAILING NULLCOLS
(
assetno
,pri
,pct
,charge
,amount
,account
,service_id
,hr_id
,journal
)
BEGINDATA
PTREY.01|0|100|14.02|14.02|79912|27||
UUPI19.00|0|100|14.02|14.02|78662|27||
UUPI10.00|0|100|14.02|14.02|78662|27||
UUPI12.00|0|100|14.02|14.02|78662|27||
UUPI04.00|0|100|14.02|14.02|78662|27||
UUPI16.00|0|100|14.02|14.02|78662|27||
117961.00|0|50|12.19|6.09|19309|45||
117961.00|0|50|8.21|4.11|3835|37||
117961.00|0|50|8.21|4.1|19309|37||
117961.00|0|50|25.54|12.77|3835|5||
117961.00|0|50|25.54|12.77|19309|5||
132949.00|0|100|6.08|6.08|65663|9||
132949.00|0|100|12.98|12.98|65663|14||
132949.00|0|100|7.18|7.18|65663|18||
114807.00|0|100|6.08|6.08|74638|9||
114807.00|0|100|12.98|12.98|74638|14||
114807.00|0|100|7.18|7.18|74638|18||
114807.00|0|100|2.93|2.93|74638|24||
114807.00|0|100|14.02|14.02|74638|27||
TRADAR.00|0|100|14.02|14.02|78662|27||
UUPI18.00|0|100|14.02|14.02|78662|27||
TRADAR.02|0|100|14.02|14.02|78662|27||
110947.00|0|100|25.13|25.13|3828|47||
UUPI20.00|0|100|14.02|14.02|78662|27||
TRADAR.04|0|100|14.02|14.02|78662|27||
114807.00|0|100|0|0|74638|31||
132949.00|0|100|2.93|2.93|65663|24||
114807.00|0|100|13.36|13.36|74638|39||
122253.00|0|100|6.08|6.08|81017|9||
122253.00|0|100|12.98|12.98|81017|14||
122253.00|0|100|7.18|7.18|81017|18||
122253.00|0|100|2.93|2.93|81017|24||
122253.00|0|100|14.02|14.02|81017|27||
122253.00|0|100|0|0|81017|31||
122253.00|1|100|8.21|8.21|81017|37||
122253.00|0|100|13.36|13.36|81017|39||
122253.00|1|100|12.19|12.19|81017|45||
TRADAR.01|0|100|14.02|14.02|78662|27||
128074.00|1|100|25.54|25.54|80962|5||
128074.00|0|100|6.08|6.08|80962|9||
128074.00|0|100|12.98|12.98|80962|14||
128074.00|0|100|7.18|7.18|80962|18||
128074.00|0|100|2.93|2.93|80962|24||
128074.00|0|100|14.02|14.02|80962|27||
110465.00|0|100|25.54|25.54|46325|5||
110465.00|0|100|6.08|6.08|46325|9||
110465.00|0|100|12.98|12.98|46325|14||
110465.00|0|100|7.18|7.18|46325|18||
128074.00|0|100|0|0|80962|31||
110465.00|0|100|2.93|2.93|46325|24||
110465.00|0|100|14.02|14.02|46325|27||
110465.00|0|100|8.21|8.21|46325|37||
110465.00|0|100|12.19|12.19|46325|45||
63858.00|0|100|14.02|14.02|3823|27||
63858.00|0|100|6.08|6.08|3823|9||
63858.00|0|100|12.98|12.98|3823|14||
63858.00|0|100|7.18|7.18|3823|18||
63858.00|0|100|2.93|2.93|3823|24||
128074.00|1|100|8.21|8.21|80962|37||
128074.00|0|100|13.36|13.36|80962|39||
128074.00|1|100|12.19|12.19|80962|45||
123112.00|0|100|18.17|18.17|3825|3||
123112.00|1|100|25.54|25.54|3825|5||
123112.00|0|100|6.08|6.08|3825|9||
123112.00|0|100|12.98|12.98|3825|14||
123112.00|0|100|7.18|7.18|3825|18||
123112.00|0|100|2.93|2.93|3825|24||
UNOTAG.00|0|100|6.08|6.08|46325|9||
UNOTAG.00|0|100|12.98|12.98|46325|14||
UNOTAG.00|0|100|7.18|7.18|46325|18||
UNOTAG.00|0|100|2.93|2.93|46325|24||
UNOTAG.00|0|100|14.02|14.02|46325|27||
UNOTAG.00|0|100|8.21|8.21|46325|37||
UNOTAG.00|0|100|12.19|12.19|46325|45||
123112.00|0|100|14.02|14.02|3825|27||
123112.00|0|100|0|0|3825|31||
123112.00|1|100|8.21|8.21|3825|37||
123112.00|0|100|13.36|13.36|3825|39||
123112.00|1|100|12.19|12.19|3825|45||
TRADAR.03|0|100|14.02|14.02|78662|27||
128360.00|0|100|1.14|1.14|3827|120||
PYANGL.00|0|100|14.02|14.02|16460|27||
133837.00|1|100|6.08|6.08|80740|9||
133837.00|1|100|12.98|12.98|80740|14||
133837.00|1|100|2.93|2.93|80740|24||
133837.00|1|100|7.18|7.18|80740|18||
128584.00|0|100|12.98|12.98|59344|14||
128584.00|0|100|7.18|7.18|59344|18||
128584.00|0|100|2.93|2.93|59344|24||
128584.00|0|100|14.02|14.02|59344|27||
128584.00|0|100|0|0|59344|31||
128584.00|0|100|13.36|13.36|59344|39||
129096.00|0|100|25.54|25.54|48766|5||
128585.00|0|100|12.98|12.98|59344|14||
128585.00|0|100|7.18|7.18|59344|18||
128585.00|0|100|2.93|2.93|59344|24||
128585.00|0|100|14.02|14.02|59344|27||
128585.00|0|100|0|0|59344|31||
128585.00|0|100|13.36|13.36|59344|39||
59192.00|0|100|6.08|6.08|3707|9||
117595.00|0|100|7.18|7.18|19266|18||
117595.00|0|100|14.02|14.02|19266|27||
118575.00|0|100|25.13|25.13|19264|47||
NC0013.00|0|100|6.08|6.08|16441|9||
NC0013.00|0|100|12.98|12.98|16441|14||
NC0013.00|0|100|7.18|7.18|16441|18||
NC0013.00|0|100|2.93|2.93|16441|24||
NC0013.00|0|100|14.02|14.02|16441|27||
NC0013.00|0|100|8.21|8.21|16441|37||
NC0013.00|0|100|12.19|12.19|16441|45||
NC0151.00|0|100|6.08|6.08|16441|9||
NC0151.00|0|100|12.98|12.98|16441|14||
NC0151.00|0|100|7.18|7.18|16441|18||
NC0151.00|0|100|2.93|2.93|16441|24||
NC0151.00|0|100|14.02|14.02|16441|27||
NC0151.00|0|100|8.21|8.21|16441|37||
NC0151.00|0|100|12.19|12.19|16441|45||
C0073.00|0|100|6.08|6.08|16441|9||
C0073.00|0|100|12.98|12.98|16441|14||
C0073.00|0|100|7.18|7.18|16441|18||
C0073.00|0|100|2.93|2.93|16441|24||
C0073.00|0|100|14.02|14.02|16441|27||
C0073.00|0|100|8.21|8.21|16441|37||
C0073.00|0|100|12.19|12.19|16441|45||
54475.00|999998|100|14.02|14.02|4750|27||
55161.00|999998|100|14.02|14.02|4750|27||
55161.00|999998|100|6.08|6.08|4750|9||
55161.00|999998|100|12.98|12.98|4750|14||
55161.00|999998|100|7.18|7.18|4750|18||
55161.00|999998|100|2.93|2.93|4750|24||
55161.00|999998|100|12.19|12.19|4750|45||
55161.00|999998|100|8.21|8.21|4750|37||
PROBS0.00|0|70|14.02|9.81|16459|27||
55836.00|999998|100|14.02|14.02|4750|27||
123761.00|0|75|14.02|10.52|4200|27||
123761.00|0|25|14.02|3.5|3823|27||
123761.00|0|75|12.98|9.74|4200|14||
123761.00|0|25|12.98|3.24|3823|14||
123761.00|0|75|6.08|4.56|4200|9||
123761.00|0|25|6.08|1.52|3823|9||
123761.00|0|75|2.93|2.2|4200|24||
UISR14.00|0|100|14.02|14.02|4123|27||
123761.00|0|25|2.93|.73|3823|24||
123761.00|0|75|7.18|5.39|4200|18||
123761.00|0|25|7.18|1.79|3823|18||
123761.00|0|75|12.19|9.14|4200|45||
123761.00|0|25|12.19|3.05|3823|45||
123761.00|0|75|8.21|6.16|4200|37||
123761.00|0|25|8.21|2.05|3823|37||
59192.00|0|100|12.98|12.98|3707|14||
PROBS0.00|0|20|14.02|2.8|16456|27||
PROBS0.00|0|10|14.02|1.41|16448|27||
72206.00|0|100|6.08|6.08|3093|9||
72206.00|0|100|11.54|11.54|3093|10||
72206.00|0|100|7.18|7.18|3093|18||
72206.00|0|100|14.02|14.02|3093|27||
72206.00|0|100|.78|.78|3093|32||
72206.00|0|100|11.74|11.74|3093|40||
72206.00|0|100|1.14|1.14|3093|120||
59192.00|0|100|7.18|7.18|3707|18||
59192.00|0|100|2.93|2.93|3707|24||
NC0319.00|0|100|14.02|14.02|4014|27||
NC0319.00|0|100|8.21|8.21|4014|37||
120290.00|0|40|8.21|3.28|77108|37||
120290.00|0|60|12.19|7.31|3823|45||
120290.00|0|40|12.19|4.88|77108|45||
125525.00|0|60|25.54|15.32|3823|5||
125525.00|0|40|25.54|10.22|77108|5||
125525.00|0|60|6.08|3.65|3823|9||
125525.00|0|40|6.08|2.43|77108|9||
125525.00|0|60|12.98|7.79|3823|14||
125525.00|0|40|12.98|5.19|77108|14||
125525.00|0|60|7.18|4.31|3823|18||
125525.00|0|40|7.18|2.87|77108|18||
125525.00|0|60|2.93|1.76|3823|24||
125525.00|0|40|2.93|1.17|77108|24||
125525.00|0|60|14.02|8.41|3823|27||
125525.00|0|40|14.02|5.61|77108|27||
125525.00|0|60|8.21|4.93|3823|37||
125525.00|0|40|8.21|3.28|77108|37||
56532.00|999998|100|0|0|4750|23||
58809.00|999998|100|14.02|14.02|4750|27||
59192.00|0|100|14.02|14.02|3707|27||
125525.00|0|60|12.19|7.31|3823|45||
125525.00|0|40|12.19|4.88|77108|45||
59192.00|0|100|8.21|8.21|3707|37||
59192.00|0|100|12.19|12.19|3707|45||
89577.00|0|100|14.02|14.02|3093|27||
89577.00|0|100|6.08|6.08|3093|9||
89577.00|0|100|12.98|12.98|3093|14||
89577.00|0|100|7.18|7.18|3093|18||
89577.00|0|100|2.93|2.93|3093|24||
105064.00|0|100|12.98|12.98|16441|14||
105064.00|0|100|7.18|7.18|16441|18||
105064.00|0|100|2.93|2.93|16441|24||
105064.00|0|100|14.02|14.02|16441|27||
105064.00|0|100|8.21|8.21|16441|37||
105064.00|0|100|12.19|12.19|16441|45||
